Background_Color,Text_Color,Contrast_Ratio
#712438,#71101F,1.32
#4BC2B8,#9A487F,1.7
#92901A,#304F6B,1.71
#CDEB26,#C61B4A,2.86
#56A50B,#C4C2A3,1.37
#798CB5,#EE7292,1.02
#401D85,#B4B9C8,3.49
#AFE6BE,#BBB012,1.27
#F2BF56,#D9F1E1,1.2
#115CDC,#6DD905,1.95
#301B81,#CEFEF1,4.96
#D1DA7B,#95531A,2.1
#597A90,#DFB13C,1.48
#EEC9CE,#2A7B73,1.88
#602302,#03BC5D,2.65
#05C888,#B195DE,1.04
#C3E8F0,#DC5748,1.87
#2478F7,#5C2750,1.88
#BA352D,#678905,1.42
#9A3462,#0E0A81,2.79
#C37DA0,#C9BD7E,1.29
#A2AC11,#6964D4,1.41
#F31FEE,#C6C4AF,2.0
#257550,#052768,2.24
#B9202E,#11DC2B,2.26
#D4CABF,#F07295,1.38
#C75A49,#250695,3.5
#3D0172,#6D5D9D,3.28
#FB690B,#BBE13C,1.53
#43D03B,#9662B6,1.41
#24CEF6,#1F52E5,1.96
#A1039F,#FA7553,2.57
#299934,#B95B38,1.11
#70222B,#11B433,2.33
#E0CB5A,#276035,2.27
#7E9EE1,#EA9933,1.04
#A58206,#139DA6,1.0
#FD7A75,#DFE4B3,1.46
#996B0A,#BE8C77,1.32
#D07E97,#851E04,2.52
#4B092B,#768DA4,3.94
#E13651,#F35361,1.24
#1B9C53,#F7A994,1.45
#671B28,#90F57A,4.0
#FDBCB6,#44E359,1.09
#5D7B7E,#97A5D1,1.37
#9DDF98,#89FFA0,1.09
#47B6E6,#2CB3AE,1.07
#4EE599,#E78129,1.3
#B3A477,#F25DFB,1.19
#DF06C0,#6B45C5,1.27
#4D4008,#4E5E35,1.33
#519595,#D1C1E8,1.44
#18D32A,#1EA05D,1.22
#007223,#47094C,2.43
#0DFBE3,#980C92,3.29
#ED9024,#7BB9DA,1.11
#422065,#7DF52E,3.82
#4B20EE,#1D51A2,1.29
#8DC374,#2D102C,5.16
#81844F,#19BD9B,1.17
#9A5C0E,#23F39A,1.83
#ED853D,#59FD17,1.32
#93BCAC,#BB77D2,1.25
#148C9F,#4629C1,1.81
#69E17F,#A71023,3.3
#E01F33,#C40EEA,1.06
#B839A7,#3A07A6,2.49
#058C0A,#DF1753,1.39
#9ABD9E,#0F1415,6.05
#4330CC,#4DD116,2.37
#5CF974,#FA5A1C,1.65
#E69372,#14F252,1.12
#D45DA7,#FEAA28,1.4
#76221C,#664CE4,1.64
#696917,#438741,1.15
#28E28E,#DB7D27,1.27
#5FDFA5,#7BAABF,1.17
#CCCF5B,#746A14,1.84
#CE39B9,#621C14,2.01
#71B0F1,#105B1B,2.16
#CDAC67,#1C93A8,1.37
#64577D,#10DD18,1.67
#ED6A85,#40771D,1.31
#60360D,#13E388,2.6
#ECDB0E,#04714F,2.2
#A795F3,#EEAAB6,1.15
#9FBFA2,#7A7648,1.52
#81B06D,#98CDE1,1.2
#4A1B25,#F74C24,2.42
#E1EC61,#7704C6,4.28
#C91C74,#DD101F,1.14
#C95831,#725C8C,1.08
#002A5D,#D03BAE,2.26
#DB41C3,#4370AC,1.0
#3CE2D7,#A9E89B,1.11
#D14C78,#1B830C,1.06
#7C55FC,#CD596A,1.08
#8CCAFC,#CBF599,1.18
#5F3F7D,#848EC1,1.8
#AF54CC,#171815,3.43
#EA2526,#446BD1,1.3
#5A192D,#0CF8F6,3.97
#5AC743,#DDFBFA,1.44
#05E48B,#BBE0B8,1.21
#D158BA,#9D97FD,1.29
#A53A61,#9579A4,1.48
#9F55BC,#423796,1.57
#969545,#31FEAC,1.39
#6B2789,#6A6C58,1.62
#12DB54,#D4FD76,1.38
#474D07,#2EBD68,1.98
#CF6EB0,#ADC05D,1.31
#E10F25,#1EF79F,2.8
#BCB070,#6B0F63,3.5
#626309,#C5C707,1.88
#0B18C9,#6A56D7,2.4
#F06119,#2A3325,2.22
#F3F77E,#E57CBE,1.53
#619D6F,#764AB5,1.48
#0E13D0,#3E4EF7,2.25
#D88D62,#BBAADB,1.14
#A636C6,#DB6558,1.37
#0BFA13,#E77FDC,1.16
#93EE57,#707E82,1.62
#183AC6,#B1E977,3.06
#188B09,#E32AAF,1.14
#BFA5AC,#29C4D2,1.04
#B04091,#FBF6BB,2.4
#0B4ECC,#365661,1.08
#3C329A,#B944D2,1.6
#37F475,#648A72,1.47
#49AD8E,#EB1CE8,1.63
#18E695,#8CEAE0,1.17
#FD8450,#4223F0,2.41
#AD455C,#2B8EC0,1.3
#B50054,#C5D595,3.8
#CC337C,#687239,1.19
#1E5B21,#0ABCCF,1.9
#4DCFE9,#30779C,1.63
#DDC393,#FC10EC,2.21
#5B6E7C,#8036D6,1.27
#092E81,#58353F,1.3
#CE30D9,#38B75D,1.52
#82E0CA,#D3D28C,1.01
#A8036D,#A13C87,1.7
#7CE866,#6FCAE5,1.08
#C9A287,#16E6C5,1.08
#F9D1D0,#927EBD,1.56
#2976F2,#BA9C07,1.33
#6A0BB7,#330281,1.64
#5663C1,#FD2D2D,1.14
#6B700C,#20E3F0,1.71
#AAE987,#0324D4,4.14
#034589,#BA45B0,1.57
#BFA100,#4FC830,1.04
#8EDCC1,#E1C72F,1.04
#3E084A,#6ECB83,5.16
#66CCDB,#2B2BA5,3.04
#DB713E,#F6C43B,1.45
#FB8DAA,#B91949,2.38
#8C6206,#BBE46A,1.97
#041FB3,#FA3426,2.17
#4E27F0,#6E9318,1.92
#3D556B,#D8329C,1.12
#EAD81A,#911C6D,3.06
#8232DE,#9F8AF3,1.77
#3E2273,#527404,1.94
#859E3F,#E300F2,2.02
#B278C7,#53A7C8,1.09
#B07CDD,#146D88,1.48
#1F6C4B,#6EEADE,2.15
#48B68A,#2C3411,2.78
#378B2B,#E3AC0A,1.46
#A09832,#ECB66E,1.26
#A7DDC4,#0DF786,1.09
#CD53C8,#9E461E,1.32
#DA11AA,#8D9712,1.82
#E4F8EA,#D772F1,1.62
#48F673,#C216E0,2.47
#197AB2,#A44B3E,1.12
#90EE00,#A7BE63,1.12
#341117,#C2D2C0,5.8
#AE5E1A,#A5CF22,1.67
#EBCD41,#734FE4,1.94
#02AFE5,#F6430F,1.36
#3F2C75,#3C37C2,1.19
#CF6754,#EDFB22,1.8
#6B5BE0,#BF01AA,1.76
#58EC72,#59ACCF,1.23
#B7F73B,#6F283E,3.35
#A279B4,#0922A5,2.88
#FB014B,#721D54,1.13
#A90023,#15A46A,2.78
#039A51,#6919AC,1.98
#ADCD04,#B6C506,1.02
#F8F526,#F35376,1.84
#F5B21E,#2610F1,3.91
#BB9071,#B9B9AA,1.2
#CC5A81,#EA1872,1.48
#FFC6C7,#8DA13F,1.37
#167977,#271C04,2.72
#B1E8B8,#FE0862,2.89
#CD6B1E,#5BBF8D,1.32
#8A20DC,#A45C1B,1.43
#57F1B2,#936F78,1.64
#5565FD,#15F1FC,1.71
#754F96,#0BFA24,1.87
#8FB7FF,#13E803,1.05
#3EBFF0,#024D39,2.49
#15B213,#AA0C05,2.52
#0373D0,#5048C4,1.16
#AE0BE5,#BDA03A,2.31
#C7998A,#BD87A7,1.08
#42751F,#687A36,1.12
#0EB448,#79FA53,1.49
#D6606E,#8528DB,1.58
#4B8EFB,#228F2A,1.18
#B3CD53,#64146B,3.63
#2EC72F,#06B17E,1.12
#390E0A,#1AEE02,5.3
#BAAEA2,#0A1BF9,3.61
#083B74,#2DA2C8,2.35
#0C19E3,#851540,1.22
#7E5A29,#C39BBF,1.67
#E9A6FE,#0DB78E,1.27
#924F46,#FDDBC4,2.25
#C037BB,#DF8AD3,1.64
#E703A3,#FC5BC3,1.92
#02EAA6,#64A0AC,1.2
#D981AC,#DB693D,1.18
#005A5A,#DB4A1F,1.37
#53A882,#B86031,1.29
#ABE1C8,#458DE2,1.55
#5B7440,#38EC6F,1.68
#E97929,#1C4964,1.94
#48AA15,#5B9948,1.03
#B356B8,#A9C68E,1.6
#95BBAC,#64757C,1.5
#D676AB,#98D482,1.33
#74D9DD,#97945A,1.33
#DB568A,#83049E,2.38
#CF00F4,#432771,1.18
#F7BAB1,#B40D4A,3.21
#88DAF1,#560AEF,3.88
#96EA05,#E27494,1.37
#FE846A,#959830,1.08
#DE05AF,#9E6733,1.62
#89B43B,#CAE2C2,1.32
#93770E,#989214,1.16
#969846,#570CC3,2.94
#276BE6,#3BAFB2,1.43
#DD34AC,#DB017D,1.58
#9EFECE,#F37B4F,1.54
#36E77B,#92AEB6,1.09
#0AF2E4,#FF8873,1.18
#0D658A,#04A711,1.37
#5EE0C4,#3C243B,3.73
#7A9201,#DBA1AE,1.31
#5BE932,#9089F9,1.27
#59CAA0,#CD7919,1.3
#52E709,#98BCFD,1.01
#EA0768,#998E80,2.08
#1A7C36,#91E2F0,2.01
#D3E8BE,#3EBE90,1.38
#D235AC,#6B2ECF,1.29
#56E6EE,#5B9FA7,1.35
#7B2BEF,#5C91F4,1.77
#BFC5DE,#2E0E16,6.16
#943D61,#97E381,2.28
#872CF9,#C9C9C6,2.35
#F771B9,#33BF29,1.02
#D4A77E,#49575D,1.92
#EB780E,#5B5B95,1.39
#95A8C2,#9F84DC,1.14
#9000D7,#1262C7,1.72
#005376,#291101,2.39
#A635E4,#3DC468,1.69
#761BFD,#5C60F3,1.57
#CB9FC5,#F3F7D2,1.39
#8B16D1,#F89EC3,2.63
#E373E1,#CE7495,1.06
#C578A6,#F3FA7D,1.65
#0894F9,#85A554,1.19
#ED1B7E,#20217F,1.75
#E33A32,#1A05B3,3.05
#56803C,#CF4E5A,1.07
#C48A55,#9A5AF5,1.25
#77F843,#34BE8E,1.3
#EE94CF,#F83AF8,1.47
#F650CD,#84FACE,1.71
#02B075,#469BE7,1.05
#6F2EA7,#16538C,1.07
#450031,#C4014C,1.96
#937844,#C4C494,1.52
#82BE49,#93CE47,1.08
#A196C9,#15838F,1.39
#519123,#DB9F08,1.27
#F50694,#E46EC7,1.93
#61D0D4,#80CB07,1.06
#9B7004,#42B97C,1.33
#4CED4E,#A8F420,1.1
#F5494B,#E2515D,1.02
#CA809E,#27E9BA,1.27
#98769E,#DDBA5B,1.42
#97085B,#7B099A,1.01
#CC6771,#9BF2FD,1.72
#F5AEBB,#67AA15,1.29
#70929D,#24F5F6,1.4
#AD2321,#8FB215,2.24
#5A585B,#CEF4B0,2.4
#FF6E59,#4A2C9E,2.13
#C07615,#BAD156,1.49
#50BC9E,#5670F6,1.36
#4ABC7E,#4C82AF,1.28
#5F9274,#AD3892,1.46
#96E199,#01181B,6.75
#D884F3,#0A7867,1.58
#637795,#9AEDDF,1.78
#D22F60,#2C0C64,2.58
#DCD00E,#771FA4,2.9
#1FF9D9,#376626,2.13
#721B7B,#5161E9,1.78
#203314,#8C459D,1.8
#E95509,#F43616,1.18
#783175,#76A747,1.99
#0D8BFD,#A19AF3,1.31
#19E328,#177498,1.64
#50286D,#04333D,1.22
#7FB052,#70F012,1.22
#CFFE46,#594773,2.68
#4D679D,#23656A,1.14
#38C8E9,#5C4F33,1.99
#6FC234,#D1B9ED,1.16
#EAE27A,#E80415,3.51
#95DB74,#92BCE7,1.07
#06B91A,#3D9305,1.13
#DA57DC,#3D5702,1.56
#3FF54F,#114DCA,2.41
#B968D9,#EBD6D1,1.62
#6833E3,#04F313,2.15
#151747,#445664,2.47
#B6FD24,#E738DD,1.99
#D88B8D,#89D056,1.17
#4331D7,#8DB1AE,2.34
#71B636,#C4F2B7,1.41
#7BC729,#DAAF3B,1.02
#1250B9,#D5EE68,2.71
#3793FA,#0B1C42,3.7
#B606ED,#1846DF,1.15
#27CC47,#F242A8,1.39
#2FDB5F,#6A919F,1.24
#4A9511,#546FF5,1.07
#5ECC93,#558758,1.42
#D53492,#4B4A08,1.29
#D23B8B,#027F4B,1.0
#FC3CBF,#5C2387,1.83
#221B57,#D9AD68,4.17
#28CD96,#6FECF4,1.25
#ECB00C,#506494,1.69
#CDB6BF,#AEB7AD,1.04
#A08FAA,#E6AC73,1.2
#113099,#72601A,1.74
#3633EA,#AABF17,2.41
#251C6B,#A41422,1.33
#035065,#E01452,1.03
#83583C,#3F77A9,1.14
#BC8D9B,#F6217C,1.69
#326955,#9BD340,1.92
#23A09D,#E4DE49,1.54
#55300A,#CC723B,2.15
#EC92B7,#0BB6FE,1.1
#0F23AA,#5C717E,2.3
#CC514C,#A70BE0,1.65
#6A7AB9,#CA9EFF,1.38
#91602B,#207763,1.03
#10C462,#91F7CD,1.44
#8A573C,#3F416D,1.35
#EACA6E,#BEB632,1.15
#C43672,#35F193,2.04
#1FDB9A,#073B78,2.87
#543BFF,#6E2DD9,1.09
#C095E5,#95097C,2.95
#38E288,#64710D,1.69
#287E14,#29431D,1.58
#7A4EED,#A963C0,1.2
#6DD416,#C08B33,1.21
#D84BC5,#1E5341,1.52
#813B65,#342340,1.68
#EF64A1,#B24A58,1.34
#5A5269,#2D6222,1.03
#4036DD,#9794A1,2.01
#498151,#626FE8,1.03
#A55818,#CBF52E,2.08
#3D90B2,#DDEDC7,1.72
#EF040F,#0E4B4C,1.11
#BABC92,#792928,2.79
#A07077,#68FCF6,1.72
#021380,#BAFF1E,6.58
#4C268F,#D50539,1.01
#D8BB9A,#B2D865,1.04
#416E98,#6B94CA,1.34
#5FFD56,#F9D4B8,1.05
#23E79A,#DE22BC,2.01
#A092C1,#60F5F7,1.37
#7698F8,#FB412F,1.42
#5B31F4,#1B7611,1.23
#3D7AF5,#BF9B20,1.27
#89193C,#3DB0BB,2.58
#392716,#F36515,2.54
#0A7B52,#31FFC0,2.02
#6E075B,#AE551A,2.36
#A60DA4,#A94F50,1.6
#463112,#B4A9B6,2.89
#3AC0E5,#43A234,1.22
#7BF05B,#76E3E9,1.0
#FEF914,#3690C6,1.74
#EFD430,#7EF707,1.01
#68D22C,#8DC19C,1.02
#74EAE6,#FEF5E8,1.17
#7C7B12,#E4EC77,1.86
#571725,#0300B4,1.91
#0D6EB0,#B97F53,1.39
#354A5C,#628A6C,1.68
#FCA008,#697F15,1.42
#733E96,#396910,1.09
#F4C78A,#A52FFA,2.18
#195978,#8D2EB6,1.02
#98D1D2,#8A09D3,3.29
#2E0A51,#BFF3BB,6.77
#2FCD5E,#6B618F,1.53
#ECAD11,#A824C0,2.13
#A70F8F,#854A56,1.45
#8C5E34,#B7CBB1,1.85
#DE8A87,#D18F57,1.02
#64254A,#CC9909,2.53
#9073E5,#1681DF,1.13
#6C6F95,#75CBCF,1.57
#D1FFF7,#362E45,4.14
#345445,#B2F8C0,2.72
#2BA187,#D82CFC,1.35
#B538D9,#9847E7,1.05
#A378A2,#3A5624,1.62
#E17B40,#3E1808,3.51
#54E7E3,#5AEB9E,1.0
#12C669,#0CF604,1.16
#40601C,#B2EE3B,2.32
#5F3EB4,#BF20AA,1.02
#DACF53,#F1EEC0,1.16
#2C6714,#AD7B96,1.53
#48ACE3,#8B4FFB,1.43
#0D42FB,#5FC152,2.19
#37BA35,#3CE6B2,1.26
#697DFB,#3B62E0,1.28
#D75FAC,#44246C,2.29
#EB4B21,#49401B,1.56
#815B61,#09A5E0,1.33
#4793D7,#CD5313,1.27
#F38778,#19DEBF,1.12
#296D4F,#05B41C,1.38
#6BC30F,#9FA524,1.05
#CFCE6F,#66CF10,1.16
#4A93E3,#4E5C42,1.5
#2833F9,#A6E21A,2.79
#E3A208,#61AF62,1.07
#AE6CE0,#F2B52B,1.37
#450BBF,#DDF59B,5.02
#3D730C,#726373,1.07
#994CD0,#9DA500,1.43
#9E35B6,#C258D9,1.36
#B336EA,#680B3D,2.26
#2668AA,#63D4E1,1.88
#9580C2,#D5AE00,1.22
#9BF882,#25B4A1,1.44
#338F45,#7A6BB6,1.02
#1FEFB8,#3C4194,2.46
#CBF942,#475E24,2.44
#76C82D,#FBE6FE,1.35
#C63033,#BAE43F,2.37
#3E932E,#F92657,1.36
#62C550,#54454B,2.11
#DC2130,#7C4F45,1.16
#81D86D,#0408A6,6.47
#D44354,#17A20F,1.2
#E58984,#1349A3,2.09
#22262E,#364C7E,1.74
#90D911,#4A46B2,2.19
#E80C4E,#02D736,2.24
#408241,#94E8C7,1.81
#5BB75D,#CAF669,1.41
#9DB08E,#43B327,1.15
#A1C8A7,#BD9953,1.2
#80FD57,#5699E1,1.45
#8BA020,#AA63E0,1.17
#03596C,#D9067F,1.17
#0E3DA6,#1A9D41,1.9
#FCC250,#F1ED33,1.12
#32D836,#7958FE,1.52
#50E803,#E0D6C3,1.16
#016602,#EF25D8,1.23
#2ADF05,#B130FF,1.76
#6D3DC4,#C38FC5,1.82
#6D9C75,#F8BFBE,1.38
#95FB49,#F7FCD0,1.14
#DD8B7A,#B218CF,2.03
#E10116,#BE63D0,2.21
#1FAB44,#77BE4B,1.22
#08CC03,#136E42,1.6
#A95C9B,#323EA5,1.58
#F366EF,#819501,1.05
#3B1CBB,#D2B3DA,3.42
#25A3F7,#BB19F9,1.75
#0312E0,#DEB0EB,4.78
#AFE5AC,#F2BA25,1.13
#831CC7,#6AD84E,2.61
#F0B800,#621E24,3.39
#896D63,#6AAF19,1.28
#A5FBF5,#0F0AF9,5.97
#468AD3,#1A5A70,1.56
#9FDC40,#A38B77,1.34
#6B4750,#29B2BF,1.77
#B34BE0,#EF03AA,1.55
#27E13D,#567E69,1.45
#2F9DD1,#EE0BF1,1.69
#7C3E18,#31AF3B,1.79
#B1ECDD,#05565F,2.86
#A79A6A,#A7303B,1.91
#7A9417,#9870D6,1.04
#D0CCE0,#0D4FB3,2.58
#D6D420,#CD3486,2.06
#FF4931,#F62864,1.22
#09B1BF,#EB1EDA,1.55
#D2652F,#8E65AB,1.04
#BDEABE,#E3FE8B,1.08
#E2D6AC,#678988,1.59
#53611F,#140CC9,2.54
#FB3036,#C4A537,1.69
#679FFD,#294B66,2.02
#C24AE7,#FBE6F4,2.01
#4A2A54,#7AC126,2.78
#8CA637,#EF1C99,1.75
#D848E3,#D395E4,1.43
#07F329,#734FA2,1.81
#9D7370,#970963,2.34
#F2F79D,#D4D570,1.16
#CAB5FB,#FA86F4,1.13
#A75D01,#DDBAC1,1.8
#F7BCC0,#24DEA5,1.12
#5055CC,#69156A,1.82
#A8DB11,#E235C9,1.82
#8CF4B1,#9A4603,2.4
#CF43F6,#85B36D,1.44
#E2454E,#CE63BD,1.22
#28E3AE,#C97FB6,1.23
#EEFE05,#D117DB,2.74
#CFE2B7,#521919,4.64
#AF1726,#3058B3,1.43
#C119E6,#8E5B86,1.33
#D8DFC1,#CDF2C0,1.05
#43AE19,#70F235,1.39
#A8F31B,#B5B4BF,1.16
#1CA59F,#0AB868,1.04
#0655E0,#2A3DD0,1.13
#5B88CC,#027F57,1.31
#3DEF4A,#63D835,1.05
#8F626C,#E7BCCE,1.74
#E8C7AE,#DFAD29,1.16
#0C1687,#7515DC,1.68
#7A3562,#904D16,1.2
#0A32DA,#6B6C56,1.79
#B6F173,#33F3B9,1.1
#126EB5,#C35CB3,1.23
#C0E75E,#3F8A6C,1.7
#AE077A,#1B3F5D,1.11
#55DAFC,#3FF96B,1.03
#2733CC,#6866ED,1.73
#50A2DB,#EA8E1A,1.03
#ADAB21,#A5BD26,1.07
#458360,#80ED01,1.64
#E23CE8,#E2A589,1.57
#5F8CA6,#E2CA5F,1.46
#564A2F,#36CCB8,2.1
#EE10B9,#8183A5,1.65
#93B2D0,#65A21D,1.22
#DCD4AD,#2AD44F,1.25
#F2322A,#6E392D,1.28
#B30291,#C4F866,3.81
#4BCAB6,#C59E55,1.07
#317B86,#C410BE,1.52
#166ED9,#F74CE8,1.22
#73EC87,#44E851,1.08
#7225DF,#7BA036,1.98
#F61AB7,#188C7E,1.31
#777307,#406AC9,1.04
#C0C364,#A0F957,1.15
#405590,#11125D,2.71
#A9F779,#3B420A,3.2
#7F2398,#CD8FBE,2.27
#98E459,#1A2F54,3.7
#5E0A97,#7155DB,2.23
#086391,#D0AF45,1.95
#F465AC,#FC8968,1.15
#3718F0,#0C51EC,1.53
#C185AD,#58BB61,1.07
#FA524A,#663014,1.85
#B534E7,#D5B736,1.83
#58E67E,#9F91AF,1.26
#D7F910,#5E5902,2.46
#955B63,#9D845A,1.26
#DF0DE9,#C5EF7E,2.72
#D49B39,#A9392E,1.86
#B0C72A,#E89881,1.09
#70604A,#AC48B1,1.03
#47CDE1,#BE4611,1.83
#BE7F7A,#068960,1.28
#655E6B,#62EEA8,1.98
#B05181,#634EC7,1.13
#F58692,#3EC596,1.04
#8A0C5C,#0F1BF7,1.08
#6E1614,#20FBC4,4.0
#EC98F2,#B2E326,1.14
#A113E3,#8631A8,1.15
#029058,#BAC097,1.64
#F31D14,#1FA844,1.67
#0DF701,#7AB471,1.09
#955A33,#EE9A8C,1.63
#EC4FB7,#589390,1.11
#FCFC35,#15430F,3.78
#A67D29,#498344,1.11
#05770E,#6B6683,1.18
#63C171,#2F6864,1.72
#977915,#8A74CB,1.05
#46BA06,#F1E81B,1.44
#9119FF,#C1BDC4,2.54
#CCD2AC,#E3B90D,1.13
#81D9E6,#66C7FA,1.09
#A0A06D,#019B8F,1.26
#BC87C1,#362211,3.28
#630C7E,#168692,2.41
#732168,#004B16,1.0
#85438B,#8564A4,1.26
#00288B,#A9BDF0,3.91
#EA45B0,#8A4E8F,1.15
#2EB8B0,#6FCFCE,1.19
#CBD5C1,#7325B5,2.9
#BBD307,#C59634,1.23
#F55AB3,#689ED2,1.15
#28CA2F,#2FB26D,1.07
#80F72F,#272E2B,3.86
#B8D762,#E35B8A,1.56
#97A127,#1BBA97,1.0
#3E187B,#51099A,1.09
#F72D98,#80830D,1.24
#142BC0,#8B012C,1.33
#B07D7B,#87FB6B,1.54
#CE8234,#EE57A9,1.11
#41A191,#9741CD,1.43
#7877D8,#5300F6,2.89
#D66043,#109B61,1.02
#4299F5,#E34B44,1.29
#131E02,#671B97,1.69
#F285A0,#ECF203,1.38
#F272D8,#969562,1.02
#EDE627,#EE398E,2.01
#0656C2,#7389EB,1.7
#07C0A9,#7FAAA6,1.06
#CFD0DA,#E53383,2.06
#81D287,#B4093F,3.23
#D25A16,#217C43,1.09
#124DF2,#BBECEF,2.68
#548C83,#356BB4,1.23
#AEDA9E,#D64CBC,1.72
#63D6B2,#C7BB05,1.06
#5F4667,#C81E9A,1.03
#0168BB,#9D83E7,1.55
#101D3D,#997E5B,3.44
#C6E34E,#DAAB58,1.19
#11C411,#266ED7,1.37
#80421C,#EC68D7,1.71
#F3775E,#C54660,1.4
#289463,#3873CE,1.1
#ACB899,#832B66,2.44
#706AFC,#6C745E,1.04
#30E746,#88A052,1.19
#49F5C8,#1D620A,2.43
#C43D08,#A2AD68,1.81
#142D15,#854EF2,2.25
#F38C90,#060DC3,4.68
#A7D26A,#695F12,1.98
#AD269B,#1A8408,1.29
#9675D9,#CB280F,1.68
#99C35E,#07413B,2.95
#DC0116,#7DD4C9,3.32
#1EF17C,#92C2D4,1.01
#211981,#86E000,4.29
#519356,#AB61AB,1.08
#47CE5B,#C51C26,2.35
#29DB4C,#B417B0,2.29
#5F4146,#21CD13,1.99
#6730BD,#63CD8F,2.31
#50CE27,#402731,3.11
#301CF4,#13D216,2.78
#B7C627,#1C0D47,5.92
#087CF6,#FCB88A,1.72
#456E98,#536F79,1.01
#6CE2BF,#7BDE43,1.04
#260491,#436DEA,3.57
#1F6D6B,#9C52CA,1.13
#88A2E7,#631B50,2.96
#B28DED,#2065DB,1.57
#FE4D48,#F4CF65,1.73
#55BEC9,#D901E5,2.38
#047BE7,#AF4AF8,1.02
#CD207A,#E3F92D,2.75
#D3A6DB,#8639FB,1.92
#98B745,#CC81DE,1.1
#9BAF47,#3FED6F,1.16
#86E33C,#D2F372,1.15
#914B72,#7DE9B8,2.08
#F3A4A3,#3B2D07,3.34
#DC7325,#6942FC,1.44
#92B8F2,#3AE63E,1.01
#D0780A,#99E646,1.5
#FEF534,#F90122,3.57
#9CA0CA,#88EA8D,1.25
#A17696,#9DB1C1,1.31
#34C7DD,#3BC402,1.1
#B5E0A6,#7D18C3,3.17
#BD3B25,#55675A,1.13
#BD56EF,#18D7A0,1.39
#80E7E9,#35E08B,1.14
#CBE876,#2E8960,1.81
#D71C1B,#7DA846,2.05
#F5F0AE,#A962F4,1.83
#DA527D,#4A23C9,1.86
#9D12EE,#59728C,1.62
#1014F6,#CFC04A,4.14
#6B95EB,#A94CBE,1.36
#F87E43,#094B21,2.27
#7E4421,#FF4D9F,1.47
#3A2020,#6DDC80,4.03
#B5EBDD,#8C7924,1.79
#9E5DB5,#D817C5,1.41
#F3DB5A,#DD9D85,1.25
#38A6DE,#342403,3.2
#097AEF,#8D5A7F,1.03
#C99867,#9495BE,1.04
#DC841A,#6DEA07,1.31
#BFF891,#D9344C,2.37
#6285AA,#15893D,1.18
#F4D88E,#1751B9,2.58
#1555C6,#FF458B,1.37
#B3F118,#821C7C,3.24
#AE00D6,#666904,1.68
#CA3D93,#8E5711,1.03
#E42E4A,#474C06,1.2
#588C25,#39D357,1.36
#123A7D,#415575,1.43
#6ED34E,#95B196,1.06
#CB86E4,#474A67,1.91
#33F5CB,#E55FBD,1.49
#D8199C,#F3F548,2.79
#6DB31B,#5718B8,2.69
#EEF03B,#4E4786,2.66
#2E82DE,#8286C0,1.14
#FDE2B0,#F75DC4,1.65
#B3FE31,#82F9DF,1.01
#DFEB67,#F59965,1.3
#1AA9B9,#FB658D,1.03
#B2789C,#1E10D0,3.24
#64A057,#B31D04,2.15
#DB27B7,#310784,2.66
#CB0BA9,#18ECB1,2.62
#758D51,#C7E555,1.56
#024ED6,#13007B,3.29
#5D7037,#D0892D,1.36
#6485E5,#D12850,1.59
#336747,#99EFA4,2.23
#841ECE,#09F3B6,2.61
#9A26D8,#7BEF48,2.44
#D0AEC2,#158F53,1.56
#FB72F5,#1D66A2,1.6
#3EBACC,#C88FF8,1.01
#9F72F4,#C001D4,2.09
#6ED8B6,#A0F86B,1.14
#414B10,#368EC6,1.72
#F4304B,#AF819C,1.47
#18D31C,#580604,4.74
#573F91,#218F24,1.44
#36B7D4,#2FE276,1.13
#7C8A0B,#0D62C1,1.39
#67389E,#7D9490,1.81
#0F1C3B,#D669C9,3.68
#9A30F4,#338BAB,1.39
#3534F0,#09F167,2.48
#50DE16,#086112,2.23
#4CD24D,#1CD076,1.05
#85C640,#8BEE10,1.14
#6A14FD,#A9BC59,2.79
#4AED24,#CDC0BE,1.03
#58BF02,#D08DFB,1.05
#6872AA,#06EE3D,1.47
#A29AE5,#602938,2.61
#A4035C,#23D2CD,3.28
#AAF982,#6934E5,2.66
#46A53E,#40EA40,1.32
#88DEE8,#C6A770,1.19
#AD0F3A,#8662D5,1.97
#51A149,#336C22,1.46
#97711E,#0546E4,1.59
#2ADEA5,#9A1895,2.62
#799E92,#F7F918,1.51
#76E5A2,#42EA19,1.09
#977D9B,#5B035F,3.54
#A15623,#F39BB1,1.69
#E73245,#9A4956,1.01
#571B45,#0D8E2B,2.16
#C9CE40,#B01471,2.86
#4589FF,#D743ED,1.16
#D06CE1,#54D6B0,1.31
#7E073D,#17DACC,3.85
#69A53E,#3394D2,1.09
#5E8230,#201B68,2.79
#ABBE83,#332E3F,3.19
#EEB28C,#7E8C1F,1.41
#C14E32,#714C0E,1.23
#79B6EE,#9841FD,1.69
#CF4FFC,#696C5B,1.11
#2EAE68,#79E61F,1.33
#CFB63F,#9ED018,1.03
#ED7EDE,#B878E7,1.1
#95D5E1,#682780,2.96
#3CFF0E,#7391C3,1.35
#588BFE,#4704CA,3.29
#0997E8,#8C03A2,2.47
#B89386,#8C69F3,1.23
#9FAF8A,#F47AB7,1.1
#385681,#541508,2.07
#E40CE1,#92FAE7,2.78
#DD7196,#24C299,1.12
#047296,#17FE52,1.94
#CF0FA6,#588E81,1.79
